title,make,model,year,condition,transmission,price
Toyota Matrix S Hatchback AWD (2.4L 4cyl 4A) 2011 Gray,Toyota,Matrix S,2011,local used,automatic,"₦ 8,500,000"
Lexus GX 460 Luxury 2019 White,Lexus,GX 460,2019,foreign used,automatic,"₦ 66,500,000"
Toyota Camry XSE 2021 White,Toyota,Camry XSE,2021,foreign used,automatic,"₦ 35,000,000"
Toyota Camry SE V6 4dr Sedan (3.5L 6cyl 6AM) 2008 White,Toyota,Camry SE,2008,local used,automatic,"₦ 7,800,000"
Land Rover Range Rover Vogue 2004 Brown,Land,Rover Range,2004,local used,automatic,"₦ 7,500,000"
Toyota Venza XLE 4dr Wagon AWD (3.5L 6cyl 6A) 2015 White,Toyota,Venza XLE,2015,foreign used,automatic,"₦ 21,000,000"
Hyundai Sonata Limited Sedan FWD (2.4L 4cyl 6A) 2013 Blue,Hyundai,Sonata Limited,2013,foreign used,automatic,"₦ 14,000,000"
Toyota Camry 2006 Silver,Toyota,Camry,2006,local used,automatic,"₦ 6,850,000"
Rolls-Royce Cullinan 2025 Black,Rolls-Royce,Cullinan,2025,foreign used,automatic,"₦ 1,200,000,000"
Toyota Celica 2005 Silver,Toyota,Celica,2005,local used,manual,"₦ 2,000,000"
Toyota Camry 2013 White,Toyota,Camry,2013,local used,automatic,"₦ 9,700,000"
Toyota Venza LE AWD 2013 Red,Toyota,Venza LE,2013,foreign used,automatic,"₦ 17,000,000"
Mini Cooper Classic 2013 Black,Mini,Cooper Classic,2013,foreign used,automatic,"₦ 13,500,000"
Hyundai Sonata Limited 4dr Sedan (2.4L 4cyl 6A) 2015 Blue,Hyundai,Sonata Limited,2015,foreign used,automatic,"₦ 18,500,000"
Toyota Corolla LE 2007 Maroon,Toyota,Corolla LE,2007,local used,automatic,"₦ 5,500,000"
Toyota Camry SE V6 4dr Sedan (3.5L 6cyl 6AM) 2008 Gray,Toyota,Camry SE,2008,local used,automatic,"₦ 5,600,000"
Toyota Camry LE 4dr Sedan (2.4L 4cyl 5A) 2006 Gray,Toyota,Camry LE,2006,local used,automatic,"₦ 4,800,000"
Toyota Corolla 2012 Silver,Toyota,Corolla,2012,foreign used,automatic,"₦ 11,000,000"
Lexus RX 300 2002 Blue,Lexus,RX 300,2002,local used,automatic,"₦ 5,650,000"
Honda Accord EX-L V-6 4dr Sedan FWD (3.5L 6cyl 6A) 2013 Black,Honda,Accord EX-L,2013,local used,automatic,"₦ 11,200,000"
Toyota Land Cruiser Prado 2015 Black,Toyota,Land Cruiser,2015,foreign used,automatic,"₦ 70,000,000"
Mercedes-Benz C350 C350 BlueEFFICIENCY RWD 2009 Black,Mercedes-Benz,C350 C350,2009,local used,automatic,"₦ 7,500,000"
Honda Pilot 2004 Gold,Honda,Pilot,2004,local used,automatic,"₦ 2,950,000"
Toyota Land Cruiser Prado 4.0 2017 Black,Toyota,Land Cruiser,2017,local used,automatic,"₦ 53,000,000"
Toyota Camry XLE 4dr Sedan (2.4L 4cyl 5A) 2009 Gray,Toyota,Camry XLE,2009,local used,automatic,"₦ 7,200,000"
Honda Civic 2005 Silver,Honda,Civic,2005,local used,automatic,"₦ 3,400,000"
Toyota Camry 2013 Black,Toyota,Camry,2013,local used,automatic,"₦ 10,300,000"
Honda CR-V 1999 Green,Honda,CR-V,1999,local used,automatic,"₦ 2,800,000"
Toyota Venza LE AWD 2013 Red,Toyota,Venza LE,2013,foreign used,automatic,"₦ 16,000,000"
Mercedes-Benz C300 Luxury 4Matic Sedan AWD (3.0L 6cyl 7A) 2012 Black,Mercedes-Benz,C300 Luxury,2012,foreign used,automatic,"₦ 17,500,000"
Toyota Corolla LE 2021 White,Toyota,Corolla LE,2021,foreign used,automatic,"₦ 19,000,000"
Toyota Sienna LE 8 Passenger 2012 Red,Toyota,Sienna LE,2012,foreign used,automatic,"₦ 18,500,000"
Lexus RX 330 2006 Gray,Lexus,RX 330,2006,local used,automatic,"₦ 7,250,000"
Toyota Corolla 1.4 Sol 2004 Gray,Toyota,Corolla 1,2004,local used,automatic,"₦ 5,300,000"
Mercedes-Benz GLE-Class GLE 350 4MATIC 2020 Gray,Mercedes-Benz,GLE-Class GLE,2020,foreign used,automatic,"₦ 80,000,000"
Toyota Highlander 2006 Gold,Toyota,Highlander,2006,local used,automatic,"₦ 6,500,000"
Toyota Venza XLE AWD 2013 White,Toyota,Venza XLE,2013,local used,automatic,"₦ 13,000,000"
Mercedes-Benz E350 2016 Black,Mercedes-Benz,E350,2016,local used,automatic,"₦ 15,000,000"
Toyota Camry XLE 4dr Sedan (2.4L 4cyl 5A) 2009 Gray,Toyota,Camry XLE,2009,foreign used,automatic,"₦ 10,500,000"
Toyota Sienna 2016 Silver,Toyota,Sienna,2016,foreign used,automatic,"₦ 22,000,000"
Mercedes-Benz C300 Sport 4dr AWD 4Matic Sedan (2.0L 4cyl 7A) 2015 Gray,Mercedes-Benz,C300 Sport,2015,local used,automatic,"₦ 13,500,000"
Mercedes-Benz M Class 2015 Black,Mercedes-Benz,M Class,2015,local used,automatic,"₦ 15,500,000"
Mercedes-Benz G-Class Base G 55 AMG 4x4 2010 Black,Mercedes-Benz,G-Class Base,2010,local used,automatic,"₦ 45,000,000"
Toyota Yaris iA 1.5 FWD 2018 Blue,Toyota,Yaris iA,2018,foreign used,automatic,"₦ 16,800,000"
Pontiac Vibe 2008 Red,Pontiac,Vibe,2008,local used,automatic,"₦ 6,000,000"
Toyota Tacoma Access Cab 2007 Blue,Toyota,Tacoma Access,2007,local used,automatic,"₦ 10,000,000"
Mercedes-Benz GLE-Class AMG GLE 43 4MATIC 2018 Black,Mercedes-Benz,GLE-Class AMG,2018,foreign used,automatic,"₦ 68,000,000"
Toyota Yaris 1.0 2004 Red,Toyota,Yaris 1,2004,foreign used,manual,"₦ 5,000,000"
Honda Accord Sedan EX Automatic 2005 Gray,Honda,Accord Sedan,2005,local used,automatic,"₦ 2,600,000"
Lexus NX 200t AWD 2017 Gray,Lexus,NX 200t,2017,foreign used,automatic,"₦ 43,000,000"
Toyota Sienna CE 2009 Blue,Toyota,Sienna CE,2009,foreign used,automatic,"₦ 10,000,000"
Mini Cooper 2017 Silver,Mini,Cooper,2017,foreign used,automatic,"₦ 19,000,000"
Peugeot 307 2004 Silver,Peugeot,307,2004,local used,automatic,"₦ 3,000,000"
Lexus RX 350 AWD 2009 Red,Lexus,RX 350,2009,local used,automatic,"₦ 8,700,000"
Toyota Camry LE 4dr Sedan (2.4L 4cyl 5A) 2006 Silver,Toyota,Camry LE,2006,local used,automatic,"₦ 5,550,000"
Hyundai Sonata 2015 Black,Hyundai,Sonata,2015,foreign used,automatic,"₦ 16,000,000"
Toyota RAV4 2016 White,Toyota,RAV4,2016,foreign used,automatic,"₦ 26,000,000"
Honda Element 2006 Blue,Honda,Element,2006,local used,automatic,"₦ 3,000,000"
Lexus LX 570 2011 Black,Lexus,LX 570,2011,local used,automatic,"₦ 29,000,000"
Toyota Sienna LE 8 Passenger 2010 Blue,Toyota,Sienna LE,2010,foreign used,automatic,"₦ 14,500,000"
Toyota Camry 2008 Red,Toyota,Camry,2008,foreign used,automatic,"₦ 9,800,000"
Toyota Highlander 2018 White,Toyota,Highlander,2018,local used,automatic,"₦ 30,000,000"
Toyota Land Cruiser 2014 Black,Toyota,Land Cruiser,2014,local used,automatic,"₦ 40,000,000"
Toyota RAV4 Limited 4dr SUV AWD (2.5L 4cyl 6A) 2014 Blue,Toyota,RAV4 Limited,2014,foreign used,automatic,"₦ 22,800,000"
Mercedes-Benz GLE-Class GLE 350d 4MATIC 2015 Black,Mercedes-Benz,GLE-Class GLE,2015,local used,automatic,"₦ 27,500,000"
Mercedes-Benz CLA-Class CLA 250 4MATIC Sedan 2016 Gray,Mercedes-Benz,CLA-Class CLA,2016,foreign used,automatic,"₦ 17,800,000"
Toyota Matrix 2006 Silver,Toyota,Matrix,2006,local used,automatic,"₦ 5,300,000"
Mercedes-Benz GLE-Class AMG GLE 43 4MATIC 2019 Blue,Mercedes-Benz,GLE-Class AMG,2019,foreign used,automatic,"₦ 95,000,000"
Toyota Highlander Limited 2009 White,Toyota,Highlander Limited,2009,foreign used,automatic,"₦ 15,790,000"
Toyota Camry 2008 Blue,Toyota,Camry,2008,local used,automatic,"₦ 4,850,000"
Volkswagen Golf 2003 Gray,Volkswagen,Golf,2003,local used,manual,"₦ 3,200,000"
Toyota Sienna 2003 Blue,Toyota,Sienna,2003,local used,automatic,"₦ 3,000,000"
Toyota Corolla S 4dr Sedan (1.8L 4cyl 4A) 2013 Gray,Toyota,Corolla S,2013,local used,automatic,"₦ 8,300,000"
Toyota Highlander XLE V6 4x4 (3.5L 6cyl 6A) 2016 Gold,Toyota,Highlander XLE,2016,local used,automatic,"₦ 26,000,000"
Toyota Avensis 2007 Silver,Toyota,Avensis,2007,local used,manual,"₦ 3,350,000"
Mercedes-Benz GLE-Class AMG GLE 63 S 4MATIC 2019 Black,Mercedes-Benz,GLE-Class AMG,2019,foreign used,automatic,"₦ 89,000,000"
Toyota Highlander Sport 2008 Silver,Toyota,Highlander Sport,2008,local used,automatic,"₦ 11,500,000"
Mercedes-Benz GLE-Class GLE 350 2016 Gray,Mercedes-Benz,GLE-Class GLE,2016,local used,automatic,"₦ 33,000,000"
Kia Sorento 3.5 V6 EX 2005 White,Kia,Sorento 3,2005,local used,automatic,"₦ 3,100,000"
Mercedes-Benz GLC-Class 2017 Black,Mercedes-Benz,GLC-Class,2017,foreign used,automatic,"₦ 51,000,000"
Mercedes-Benz GLC-Class 2021 Red,Mercedes-Benz,GLC-Class,2021,foreign used,automatic,"₦ 58,000,000"
Hyundai Sonata SE 2016 Blue,Hyundai,Sonata SE,2016,foreign used,automatic,"₦ 15,900,000"
Toyota Camry 2014 Black,Toyota,Camry,2014,local used,automatic,"₦ 9,700,000"
Ford Explorer XLT 4x2 2020 White,Ford,Explorer XLT,2020,foreign used,automatic,"₦ 53,900,000"
Lexus ES 350 FWD 2013 Gray,Lexus,ES 350,2013,foreign used,automatic,"₦ 20,768,000"
Toyota Camry SE 4dr Sedan (2.5L 4cyl 6A) 2015 Silver,Toyota,Camry SE,2015,foreign used,automatic,"₦ 13,990,000"
Lexus ES 350 FWD 2014 Black,Lexus,ES 350,2014,foreign used,automatic,"₦ 19,980,000"
Lexus RX 350 FWD 2015 White,Lexus,RX 350,2015,foreign used,automatic,"₦ 24,300,000"
Mercedes-Benz C300 2022 White,Mercedes-Benz,C300,2022,foreign used,automatic,"₦ 64,999,999"
Lexus GX 460 AWD 2023 Gold,Lexus,GX 460,2023,local used,automatic,"₦ 38,000,000"
Toyota Highlander Sport 2010 Red,Toyota,Highlander Sport,2010,foreign used,automatic,"₦ 14,800,000"
Mercedes-Benz GLA 250 2016 White,Mercedes-Benz,GLA 250,2016,foreign used,automatic,"₦ 23,000,000"
Toyota RAV4 2016 Gray,Toyota,RAV4,2016,foreign used,automatic,"₦ 18,500,000"
Lexus RX 350 2015 Black,Lexus,RX 350,2015,foreign used,automatic,"₦ 25,500,000"
Mercedes-Benz G-Class 2020 Gray,Mercedes-Benz,G-Class,2020,foreign used,automatic,"₦ 279,000,000"
Toyota Matrix Hatchback FWD (1.8L 4cyl 5M) 2010 Black,Toyota,Matrix Hatchback,2010,local used,automatic,"₦ 7,800,000"
Lexus IS 250 AWD Automatic 2010 Black,Lexus,IS 250,2010,local used,automatic,"₦ 8,800,000"
Lexus RX 2017 White,Lexus,RX,2017,foreign used,automatic,"₦ 42,000,000"
Toyota Venza V6 AWD 2010 Silver,Toyota,Venza V6,2010,local used,automatic,"₦ 13,800,000"
Mercedes-Benz GLE-Class GLE 350 2017 Blue,Mercedes-Benz,GLE-Class GLE,2017,foreign used,automatic,"₦ 47,000,000"
Toyota Land Cruiser Prado 4.0 Petrol GX-R 2014 Black,Toyota,Land Cruiser,2014,foreign used,automatic,"₦ 59,500,000"
Mercedes-Benz GLE-Class GLE 350 4MATIC 2020 Gray,Mercedes-Benz,GLE-Class GLE,2020,foreign used,automatic,"₦ 90,000,000"
Toyota Venza 2013 Black,Toyota,Venza,2013,local used,automatic,"₦ 14,000,000"
Lexus RC 300 AWD 2017 Gray,Lexus,RC 300,2017,foreign used,automatic,"₦ 38,000,000"
Lexus IS 250 2008 Silver,Lexus,IS 250,2008,local used,automatic,"₦ 9,000,000"
Ford Escape XLS 4WD 2.3 2008 Gold,Ford,Escape XLS,2008,local used,automatic,"₦ 3,350,000"
Mercedes-Benz GLE-Class GLE 350 2017 Black,Mercedes-Benz,GLE-Class GLE,2017,foreign used,automatic,"₦ 42,000,000"
Toyota Sequoia Limited 4dr SUV 4WD (5.7L 8cyl 6A) 2010 Black,Toyota,Sequoia Limited,2010,foreign used,automatic,"₦ 25,000,000"
Toyota Corolla LE Eco Plus 4dr Sedan (1.8L 4cyl CVT) 2015 Red,Toyota,Corolla LE,2015,foreign used,automatic,"₦ 14,000,000"
Toyota Highlander Limited 2011 Red,Toyota,Highlander Limited,2011,foreign used,automatic,"₦ 17,600,000"
Toyota Camry 2012 Blue,Toyota,Camry,2012,foreign used,automatic,"₦ 13,500,000"
Mercedes-Benz GLE-Class AMG GLE 53 4MATIC 2021 Black,Mercedes-Benz,GLE-Class AMG,2021,foreign used,automatic,"₦ 138,000,000"
Honda Accord 2011 Gray,Honda,Accord,2011,local used,automatic,"₦ 6,000,000"
Toyota Corolla SE (1.8L 4cyl 2A) 2018 Silver,Toyota,Corolla SE,2018,local used,automatic,"₦ 8,500,000"
Toyota Venza V6 AWD 2011 Gray,Toyota,Venza V6,2011,foreign used,automatic,"₦ 18,350,000"
Acura MDX Sport Package AWD (3.7L 6cyl 5A) 2009 Black,Acura,MDX Sport,2009,local used,automatic,"₦ 6,700,000"
Toyota Highlander XLE 4x2 V6 (3.5L 6cyl 8A) 2018 Gray,Toyota,Highlander XLE,2018,foreign used,automatic,"₦ 38,000,000"
Toyota Camry SE 4dr Sedan (2.5L 4cyl 6A) 2014 Red,Toyota,Camry SE,2014,foreign used,automatic,"₦ 14,800,000"
Toyota Venza AWD 2010 Brown,Toyota,Venza AWD,2010,foreign used,automatic,"₦ 18,700,000"
Mercedes-Benz E350 Base 4Matic Sedan AWD (3.5L 6cyl 7A) 2014 White,Mercedes-Benz,E350 Base,2014,foreign used,automatic,"₦ 24,800,000"
Toyota RAV4 SE AWD (2.5L 4cyl 6A) 2017 White,Toyota,RAV4 SE,2017,foreign used,automatic,"₦ 28,000,000"
Toyota Venza V6 2011 White,Toyota,Venza V6,2011,foreign used,automatic,"₦ 22,000,000"
Mercedes-Benz GLK-Class 2013 Gray,Mercedes-Benz,GLK-Class,2013,foreign used,automatic,"₦ 23,000,000"
Lexus ES 350 2009 Black,Lexus,ES 350,2009,local used,automatic,"₦ 9,300,000"
Toyota Camry XLE V6 4dr Sedan (3.5L 6cyl 6AM) 2008 Black,Toyota,Camry XLE,2008,local used,automatic,"₦ 6,800,000"
Lexus GX 460 2012 Black,Lexus,GX 460,2012,local used,automatic,"₦ 31,000,000"
Toyota Highlander XLE V6 4x4 (3.5L 6cyl 6A) 2016 Gray,Toyota,Highlander XLE,2016,foreign used,automatic,"₦ 36,000,000"
Hyundai Sonata SE 2019 Gray,Hyundai,Sonata SE,2019,foreign used,automatic,"₦ 21,800,000"
Honda Pilot 2011 Gray,Honda,Pilot,2011,foreign used,automatic,"₦ 17,500,000"
Toyota RAV4 Adventure 2019 Green,Toyota,RAV4 Adventure,2019,foreign used,automatic,"₦ 47,500,000"
Land Rover Range Rover Evoque 2013 White,Land,Rover Range,2013,foreign used,automatic,"₦ 20,000,000"
Toyota FJ Cruiser Base 4x4 2007 Silver,Toyota,FJ Cruiser,2007,foreign used,automatic,"₦ 18,500,000"
Mercedes-Benz GLK-Class 350 4MATIC 2012 Silver,Mercedes-Benz,GLK-Class 350,2012,foreign used,automatic,"₦ 18,500,000"
Toyota Highlander Limited Platinum 2019 White,Toyota,Highlander Limited,2019,foreign used,automatic,"₦ 47,500,000"
Toyota Corolla L 4dr Sedan (1.8L 4cyl 6M) 2015 Gray,Toyota,Corolla L,2015,foreign used,automatic,"₦ 15,500,000"
Toyota Highlander Limited Platinum 4x4 V6 (3.5L 6cyl 8A) 2017 Black,Toyota,Highlander Limited,2017,foreign used,automatic,"₦ 44,500,000"
Toyota Camry 2005 Gold,Toyota,Camry,2005,local used,automatic,"₦ 3,740,000"
Toyota Corolla LE 4dr Sedan (1.8L 4 cyl 4A) 2009 Black,Toyota,Corolla LE,2009,local used,automatic,"₦ 8,500,000"
Toyota Camry LE 4dr Sedan (2.5L 4cyl 6AM) 2010 Blue,Toyota,Camry LE,2010,foreign used,automatic,"₦ 10,560,000"
Toyota Camry LE 4dr Sedan (2.5L 4cyl 6A) 2012 Red,Toyota,Camry LE,2012,foreign used,automatic,"₦ 12,750,000"
Lexus ES 350 2007 White,Lexus,ES 350,2007,foreign used,automatic,"₦ 11,750,000"
Nissan Murano SL AWD 2004 Beige,Nissan,Murano SL,2004,local used,automatic,"₦ 3,200,000"
Mercedes-Benz GLK-Class 350 4MATIC 2010 Red,Mercedes-Benz,GLK-Class 350,2010,local used,automatic,"₦ 10,500,000"
Toyota Highlander Limited 2010 Black,Toyota,Highlander Limited,2010,local used,automatic,"₦ 9,000,000"
Lexus RX 2010 Silver,Lexus,RX,2010,foreign used,automatic,"₦ 22,000,000"
Honda Accord 2014 Black,Honda,Accord,2014,foreign used,automatic,"₦ 16,400,000"
Honda Accord 2009 Gray,Honda,Accord,2009,foreign used,automatic,"₦ 10,000,000"
Mercedes-Benz GLK-Class 2011 Black,Mercedes-Benz,GLK-Class,2011,foreign used,automatic,"₦ 18,700,000"
Toyota Camry LE 4dr Sedan (2.5L 4cyl 6A) 2012 Gold,Toyota,Camry LE,2012,local used,automatic,"₦ 10,000,000"
Mercedes-Benz GLK-Class 350 4MATIC 2013 Silver,Mercedes-Benz,GLK-Class 350,2013,foreign used,automatic,"₦ 24,000,000"
Toyota Corolla S 4dr Sedan (1.8L 4cyl 4A) 2011 Gray,Toyota,Corolla S,2011,local used,automatic,"₦ 8,950,000"
Lexus RX 350 2010 Gray,Lexus,RX 350,2010,foreign used,automatic,"₦ 24,000,000"
Lexus ES 350 2010 Gray,Lexus,ES 350,2010,local used,automatic,"₦ 9,100,000"
Toyota Highlander Limited 3.5l 4WD 2013 White,Toyota,Highlander Limited,2013,local used,automatic,"₦ 14,300,000"
Toyota Camry SE 4dr Sedan (2.5L 4cyl 6A) 2017 Silver,Toyota,Camry SE,2017,foreign used,automatic,"₦ 18,500,000"
Mercedes-Benz GLK-Class 350 4MATIC 2011 Gold,Mercedes-Benz,GLK-Class 350,2011,foreign used,automatic,"₦ 21,000,000"
Lexus ES 350 FWD 2014 Silver,Lexus,ES 350,2014,foreign used,automatic,"₦ 22,500,000"
Toyota Highlander 2012 Silver,Toyota,Highlander,2012,foreign used,automatic,"₦ 22,500,000"
Mercedes-Benz M Class ML63 AMG 4dr SUV AWD (5.5L 8cyl Turbo 7A) 2014,Mercedes-Benz,M Class,2014,foreign used,automatic,"₦ 55,000,000"
Acura MDX 2009 Black,Acura,MDX,2009,local used,automatic,"₦ 6,500,000"
Mercedes-Benz GLA 250 2015 Red,Mercedes-Benz,GLA 250,2015,foreign used,automatic,"₦ 24,000,000"
Mercedes-Benz M Class ML 350 4x2 2013 Silver,Mercedes-Benz,M Class,2013,foreign used,automatic,"₦ 21,500,000"
Mercedes-Benz C300 Base 4Matic Sedan AWD (2.0L 4cyl 7A) 2016 White,Mercedes-Benz,C300 Base,2016,foreign used,automatic,"₦ 21,500,000"
Toyota Highlander 3.5L 4WD 2013 Gray,Toyota,Highlander 3,2013,foreign used,automatic,"₦ 19,000,000"
Mercedes-Benz GLE-Class AMG GLE 43 4MATIC 2017 White,Mercedes-Benz,GLE-Class AMG,2017,foreign used,automatic,"₦ 70,000,000"
Toyota Highlander Limited 2010 Silver,Toyota,Highlander Limited,2010,foreign used,automatic,"₦ 19,500,000"
Toyota Highlander 2012 Black,Toyota,Highlander,2012,local used,automatic,"₦ 11,500,000"
Toyota Corolla 2007 Gold,Toyota,Corolla,2007,local used,automatic,"₦ 5,750,000"
Toyota Highlander 2008 Gray,Toyota,Highlander,2008,local used,automatic,"₦ 11,500,000"
Mazda 626 2005 Green,Mazda,626,2005,foreign used,manual,"₦ 6,350,000"
Toyota Corolla LE 4dr Sedan (1.8L 4cyl 4A) 2012 Gray,Toyota,Corolla LE,2012,local used,automatic,"₦ 7,499,000"
Peugeot 307 2004 Silver,Peugeot,307,2004,local used,manual,"₦ 4,000,000"
Isuzu Amigo 2004 Blue,Isuzu,Amigo,2004,foreign used,manual,"₦ 3,750,000"
Rover Land 2013 Black,Rover,Land,2013,foreign used,automatic,"₦ 25,000,000"
Toyota Camry LE 4dr Sedan (2.5L 4cyl 6A) 2012 Blue,Toyota,Camry LE,2012,foreign used,automatic,"₦ 14,800,000"
Toyota Highlander Limited 4x4 V6 (3.5L 6cyl 8A) 2018 Silver,Toyota,Highlander Limited,2018,foreign used,automatic,"₦ 37,800,000"
Mercedes-Benz GLE-Class GLE 350 2017 White,Mercedes-Benz,GLE-Class GLE,2017,local used,automatic,"₦ 21,500,000"
Dodge Challenger SXT RWD 2019 Gray,Dodge,Challenger SXT,2019,foreign used,automatic,"₦ 35,800,000"
Toyota Highlander Limited 2008 Black,Toyota,Highlander Limited,2008,local used,automatic,"₦ 9,900,000"
Toyota Camry LE FWD (2.5L 4cyl 8AM) 2018 Silver,Toyota,Camry LE,2018,foreign used,automatic,"₦ 23,000,000"
Mercedes-Benz GLB-Class GLB 250 4MATIC 2020 Gray,Mercedes-Benz,GLB-Class GLB,2020,foreign used,automatic,"₦ 78,000,000"
Toyota Camry LE Auto AWD 2024 Black,Toyota,Camry LE,2024,foreign used,automatic,"₦ 82,500,000"
Toyota Highlander Limited Platinum 4x4 V6 (3.5L 6cyl 8A) 2017 Gray,Toyota,Highlander Limited,2017,foreign used,automatic,"₦ 38,000,000"
Lexus RX 350 AWD 2017 Black,Lexus,RX 350,2017,local used,automatic,"₦ 45,000,000"
Mercedes-Benz M Class ML350 4dr SUV (3.5L 6cyl 7A) 2014 White,Mercedes-Benz,M Class,2014,foreign used,automatic,"₦ 28,500,000"
Peugeot 206 2006 Silver,Peugeot,206,2006,foreign used,automatic,"₦ 7,000,000"
Toyota Camry LE 4dr Sedan (2.5L 4cyl 6A) 2013 Black,Toyota,Camry LE,2013,foreign used,automatic,"₦ 13,800,000"
Toyota Camry LE FWD (2.5L 4cyl 8AM) 2018 Purple,Toyota,Camry LE,2018,foreign used,automatic,"₦ 28,500,000"
Toyota Highlander 2017 Gray,Toyota,Highlander,2017,foreign used,automatic,"₦ 33,500,000"
Mercedes-Benz M Class ML400 4MATIC 4dr SUV AWD (3.0L 6cyl Turbo 7A),,,,foreign used,automatic,"₦ 32,500,000"
Lexus ES 350 2008 Gray,Lexus,ES 350,2008,foreign used,automatic,"₦ 13,500,000"
Toyota Tacoma TRD Pro V6 4x4 Double Cab 127.4 in. WB 2020 Gray,Toyota,Tacoma TRD,2020,foreign used,automatic,"₦ 45,000,000"
Mercedes-Benz C300 Sport 4Matic Sedan AWD (3.5L 6cyl 7A) 2014 Black,Mercedes-Benz,C300 Sport,2014,foreign used,automatic,"₦ 14,700,000"
Nissan Primera 1999 Silver,Nissan,Primera,1999,local used,automatic,"₦ 2,350,000"
Lexus RX 2008 Black,Lexus,RX,2008,local used,automatic,"₦ 6,900,000"
Toyota Corolla 2020 Red,Toyota,Corolla,2020,foreign used,automatic,"₦ 22,000,000"
Mercedes-Benz E350 2012 Black,Mercedes-Benz,E350,2012,local used,automatic,"₦ 10,900,000"
Mercedes-Benz GLC-Class 2016 Silver,Mercedes-Benz,GLC-Class,2016,foreign used,automatic,"₦ 37,000,000"
Mercedes-Benz E350 Base 4Matic Wagon AWD (3.5L 6cyl 7A) 2015 Red,Mercedes-Benz,E350 Base,2015,foreign used,automatic,"₦ 28,000,000"
Lamborghini Urus Base 4dr AWD 2020 Red,Lamborghini,Urus Base,2020,foreign used,automatic,"₦ 550,000,000"
Mercedes-Benz GLE-Class GLE 450 4MATIC 2022 White,Mercedes-Benz,GLE-Class GLE,2022,foreign used,automatic,"₦ 110,000,000"
Toyota Camry LE 4dr Sedan (2.4L 4cyl 5A) 2006 Silver,Toyota,Camry LE,2006,local used,automatic,"₦ 5,500,000"
Mercedes-Benz GLE-Class 2021 Gray,Mercedes-Benz,GLE-Class,2021,foreign used,automatic,"₦ 158,000,000"
Mercedes-Benz GLC-Class 2021 Gray,Mercedes-Benz,GLC-Class,2021,foreign used,automatic,"₦ 80,000,000"
Toyota Venza V6 2010 White,Toyota,Venza V6,2010,foreign used,automatic,"₦ 19,500,000"
Toyota Sienna XLE FWD 2019 Silver,Toyota,Sienna XLE,2019,foreign used,automatic,"₦ 30,999,999"
Toyota Camry SE 4dr Sedan (2.4L 4cyl 5A) 2008 Gray,Toyota,Camry SE,2008,local used,automatic,"₦ 6,500,000"
Mercedes-Benz G-Class G 63 AMG 4MATIC 2020 Black,Mercedes-Benz,G-Class G,2020,foreign used,automatic,"₦ 389,999,999"
Lexus ES 350 2008 Black,Lexus,ES 350,2008,local used,automatic,"₦ 6,800,000"
Lexus ES 350 FWD 2014 Red,Lexus,ES 350,2014,foreign used,automatic,"₦ 20,000,000"
Mercedes-Benz GLC-Class 2022 Black,Mercedes-Benz,GLC-Class,2022,foreign used,automatic,"₦ 130,000,000"
Toyota Corolla SE 2020 Blue,Toyota,Corolla SE,2020,foreign used,automatic,"₦ 25,500,000"
Mercedes-Benz GLE-Class 2016 White,Mercedes-Benz,GLE-Class,2016,foreign used,automatic,"₦ 59,500,000"
Hyundai Sonata 2013 Blue,Hyundai,Sonata,2013,local used,automatic,"₦ 9,000,000"
Toyota Avalon TRD 2020 White,Toyota,Avalon TRD,2020,foreign used,automatic,"₦ 74,000,000"
Mercedes-Benz E350 Base 2dr Coupe RWD (3.5L 6cyl 7A) 2014 Black,Mercedes-Benz,E350 Base,2014,local used,automatic,"₦ 15,800,000"
Honda Accord Sport 2.0T 2020 Black,Honda,Accord Sport,2020,foreign used,automatic,"₦ 31,500,000"
Mercedes-Benz M Class ML350 4MATIC 4dr SUV AWD (3.5L 6cyl 7A) 2014,Mercedes-Benz,M Class,2014,local used,automatic,"₦ 20,500,000"
Toyota RAV4 3.5 Limited 4x4 2012 Black,Toyota,RAV4 3,2012,foreign used,automatic,"₦ 16,500,000"
BMW 7 Series 2017 Blue,BMW,7 Series,2017,foreign used,automatic,"₦ 43,500,000"
Lexus RX 350 2017 Gray,Lexus,RX 350,2017,foreign used,automatic,"₦ 39,000,000"
Hyundai Elantra 2014 Black,Hyundai,Elantra,2014,foreign used,automatic,"₦ 11,350,000"
Honda Accord Crosstour EX-L AWD 2015 Black,Honda,Accord Crosstour,2015,foreign used,automatic,"₦ 14,000,000"
Toyota Avalon Limited Sedan FWD (3.5L 6cyl 6A) 2013 Black,Toyota,Avalon Limited,2013,foreign used,automatic,"₦ 20,500,000"
Mercedes-Benz M Class ML350 4MATIC 4dr SUV AWD (3.5L 6cyl 7A) 2015,Mercedes-Benz,M Class,2015,foreign used,automatic,"₦ 27,000,000"
Mercedes-Benz GLK-Class 350 4MATIC 2011 Black,Mercedes-Benz,GLK-Class 350,2011,local used,automatic,"₦ 12,850,000"
Lexus RX 350 2010 Blue,Lexus,RX 350,2010,local used,automatic,"₦ 15,550,000"
Lexus RX 350 FWD 2016 Blue,Lexus,RX 350,2016,foreign used,automatic,"₦ 44,000,000"
Hyundai Veloster 2019 Red,Hyundai,Veloster,2019,foreign used,manual,"₦ 22,000,000"
