title,make,model,year,condition,transmission,price
Mercedes-Benz C300 2010 White,Mercedes-Benz,C300,2010,foreign used,automatic,"₦ 7,000,000"
Hyundai Santa Fe Limited 4dr SUV AWD (3.3L 6cyl 6A) 2014 White,Hyundai,Santa Fe,2014,foreign used,automatic,"₦ 19,000,000"
Mercedes-Benz GLC-Class 2016 Black,Mercedes-Benz,GLC-Class,2016,foreign used,automatic,"₦ 31,500,000"
Volkswagen Jetta 2010 Silver,Volkswagen,Jetta,2010,local used,automatic,"₦ 7,500,000"
Mercedes-Benz S-Class S 550 2008 Gray,Mercedes-Benz,S-Class S,2008,foreign used,automatic,"₦ 18,500,000"
Hyundai Elantra 2013 Black,Hyundai,Elantra,2013,foreign used,automatic,"₦ 14,500,000"
Lexus ES 350 2009 Black,Lexus,ES 350,2009,foreign used,automatic,"₦ 13,000,000"
Mercedes-Benz C400 2014 White,Mercedes-Benz,C400,2014,local used,automatic,"₦ 30,000,000"
Toyota Camry 2016 Black,Toyota,Camry,2016,local used,automatic,"₦ 17,000,000"
Mercedes-Benz GLA-Class 2016 Black,Mercedes-Benz,GLA-Class,2016,local used,automatic,"₦ 14,500,000"
Lexus RX 350 2010 Silver,Lexus,RX 350,2010,local used,automatic,"₦ 13,800,000"
Lexus RX 350 2020 Gray,Lexus,RX 350,2020,foreign used,automatic,"₦ 48,000,000"
Mercedes-Benz GLE-Class GLE 350 2017 White,Mercedes-Benz,GLE-Class GLE,2017,foreign used,automatic,"₦ 38,500,000"
Mercedes-Benz M Class ML350 4dr SUV (3.5L 6cyl 7A) 2015 Black,Mercedes-Benz,M Class,2015,foreign used,automatic,"₦ 24,500,000"
Toyota Camry XLE 4dr Sedan (2.5L 4cyl 6A) 2012 Gray,Toyota,Camry XLE,2012,foreign used,automatic,"₦ 16,500,000"
Peugeot 206 2005 Blue,Peugeot,206,2005,local used,manual,"₦ 4,000,000"
Hyundai Elantra 2013 White,Hyundai,Elantra,2013,local used,automatic,"₦ 9,500,000"
Hyundai Sonata 2016 White,Hyundai,Sonata,2016,foreign used,automatic,"₦ 13,500,000"
Toyota Camry LE 4dr Sedan (2.4L 4cyl 5A) 2008 Blue,Toyota,Camry LE,2008,local used,automatic,"₦ 5,800,000"
Toyota Camry 2013 Gray,Toyota,Camry,2013,local used,automatic,"₦ 11,500,000"
Mercedes-Benz M Class ML 350 4Matic 2013 Black,Mercedes-Benz,M Class,2013,foreign used,automatic,"₦ 30,000,000"
BMW 325i 2005 Blue,BMW,325i,2005,foreign used,automatic,"₦ 8,800,000"
Hyundai Santa Fe 2018 Gray,Hyundai,Santa Fe,2018,foreign used,automatic,"₦ 18,000,000"
Mercedes-Benz C300 2012 White,Mercedes-Benz,C300,2012,local used,automatic,"₦ 9,500,000"
Hyundai Elantra Limited 4dr Sedan (1.8L 4cyl 6A) 2015 Silver,Hyundai,Elantra Limited,2015,foreign used,automatic,"₦ 12,800,000"
Toyota Venza 2010 White,Toyota,Venza,2010,foreign used,automatic,"₦ 20,800,000"
Mercedes-Benz E350 2014 Black,Mercedes-Benz,E350,2014,local used,automatic,"₦ 13,500,000"
Toyota Highlander LE 4dr SUV AWD (3.5L 6cyl 6A) 2015 Silver,Toyota,Highlander LE,2015,local used,automatic,"₦ 20,000,000"
Toyota Venza 2013 Black,Toyota,Venza,2013,foreign used,automatic,"₦ 18,150,000"
Mercedes-Benz C350 2008 Black,Mercedes-Benz,C350,2008,local used,automatic,"₦ 7,600,000"
Lexus ES 350 FWD 2013 Black,Lexus,ES 350,2013,foreign used,automatic,"₦ 20,500,000"
Lexus RX 350 2021 Red,Lexus,RX 350,2021,foreign used,automatic,"₦ 71,500,000"
Lexus RX 350 2013 Gold,Lexus,RX 350,2013,foreign used,automatic,"₦ 24,850,000"
Honda Accord 2.0 Sedan Automatic 2012 Gray,Honda,Accord 2,2012,foreign used,automatic,"₦ 9,350,000"
Kia Picanto 2008 White,Kia,Picanto,2008,foreign used,automatic,"₦ 7,350,000"
Mercedes-Benz GLK-Class 2014 White,Mercedes-Benz,GLK-Class,2014,foreign used,automatic,"₦ 26,500,000"
Honda Civic 2015 Black,Honda,Civic,2015,foreign used,automatic,"₦ 13,000,000"
Toyota Camry LE 4dr Sedan (2.4L 4cyl 5A) 2009 Gray,Toyota,Camry LE,2009,local used,automatic,"₦ 6,800,000"
Hyundai Sonata 2015 Black,Hyundai,Sonata,2015,foreign used,automatic,"₦ 11,950,000"
Toyota Venza AWD 2011 Blue,Toyota,Venza AWD,2011,foreign used,automatic,"₦ 15,300,000"
Toyota Camry LE 4dr Sedan (2.4L 4cyl 5A) 2008 Black,Toyota,Camry LE,2008,foreign used,automatic,"₦ 9,500,000"
Honda Jazz 2006 Black,Honda,Jazz,2006,foreign used,automatic,"₦ 6,300,000"
Toyota Corolla 2012 Silver,Toyota,Corolla,2012,local used,automatic,"₦ 7,500,000"
Mercedes-Benz GLK-Class 350 4MATIC 2010 White,Mercedes-Benz,GLK-Class 350,2010,foreign used,automatic,"₦ 12,500,000"
Mercedes-Benz GLE-Class 2017 White,Mercedes-Benz,GLE-Class,2017,foreign used,automatic,"₦ 33,000,000"
Lexus ES 350 FWD 2013 Black,Lexus,ES 350,2013,local used,automatic,"₦ 15,850,000"
Mercedes-Benz CLA-Class CLA 250 4MATIC Sedan 2018 White,Mercedes-Benz,CLA-Class CLA,2018,foreign used,automatic,"₦ 24,250,000"
Toyota Highlander XLE 2022 Black,Toyota,Highlander XLE,2022,foreign used,automatic,"₦ 66,000,000"
Honda Accord 2012 Black,Honda,Accord,2012,local used,automatic,"₦ 6,500,000"
BMW 528i 2014 Blue,BMW,528i,2014,foreign used,automatic,"₦ 28,000,000"
Honda Accord 2007 Blue,Honda,Accord,2007,foreign used,automatic,"₦ 8,800,000"
Mercedes-Benz C300 2009 Silver,Mercedes-Benz,C300,2009,local used,automatic,"₦ 10,500,000"
Mercedes-Benz E350 2012 Gray,Mercedes-Benz,E350,2012,local used,automatic,"₦ 9,700,000"
Toyota Camry LE 4dr Sedan (2.4L 4cyl 5A) 2008 Black,Toyota,Camry LE,2008,local used,automatic,"₦ 8,000,000"
Toyota Corolla LE 2020 Black,Toyota,Corolla LE,2020,foreign used,automatic,"₦ 26,000,000"
Toyota Camry 2013 Gray,Toyota,Camry,2013,foreign used,automatic,"₦ 14,500,000"
Lexus ES 350 2012 Black,Lexus,ES 350,2012,foreign used,automatic,"₦ 13,999,999"
Lexus RX 330 2005 Black,Lexus,RX 330,2005,foreign used,automatic,"₦ 12,300,000"
Mercedes-Benz GLE-Class 2016 Black,Mercedes-Benz,GLE-Class,2016,local used,automatic,"₦ 52,500,000"
Ford Focus 2012 Silver,Ford,Focus,2012,foreign used,manual,"₦ 6,000,000"
Honda Accord 2014 White,Honda,Accord,2014,foreign used,automatic,"₦ 14,500,000"
Honda CR-V 2008 Silver,Honda,CR-V,2008,local used,automatic,"₦ 6,300,000"
Toyota Camry 2013 Red,Toyota,Camry,2013,foreign used,automatic,"₦ 17,500,000"
Mercedes-Benz GL-Class 2013 Gray,Mercedes-Benz,GL-Class,2013,foreign used,automatic,"₦ 27,000,000"
Toyota Avalon 2007 Gray,Toyota,Avalon,2007,local used,automatic,"₦ 4,429,687"
Mercedes-Benz GLE-Class GLE 350d 4MATIC 2017 White,Mercedes-Benz,GLE-Class GLE,2017,foreign used,automatic,"₦ 46,500,000"
New Toyota Hilux Revo Double Cab Petrol 2.7 AWD 2022 White,New,Toyota Hilux,2022,new,automatic,"₦ 90,000,000"
Lexus IS 250 2008 White,Lexus,IS 250,2008,local used,automatic,"₦ 8,250,000"
Hyundai Elantra 2014 Blue,Hyundai,Elantra,2014,local used,automatic,"₦ 9,500,000"
Kia Rio 2015 Yellow,Kia,Rio,2015,foreign used,automatic,"₦ 12,500,000"
Kia Rio 2012 Gray,Kia,Rio,2012,local used,automatic,"₦ 6,500,000"
Hyundai Elantra 2012 Maroon,Hyundai,Elantra,2012,foreign used,automatic,"₦ 10,500,000"
Honda Accord 2008 Gray,Honda,Accord,2008,local used,automatic,"₦ 6,300,000"
Mercedes-Benz C300 2013 Gray,Mercedes-Benz,C300,2013,local used,automatic,"₦ 10,500,000"
Toyota Sienna 2005 Gray,Toyota,Sienna,2005,local used,automatic,"₦ 7,200,000"
Lexus IS 2008 Gray,Lexus,IS,2008,local used,automatic,"₦ 10,000,000"
Toyota Corolla 2011 Red,Toyota,Corolla,2011,local used,automatic,"₦ 9,000,000"
Mercedes-Benz G-Class 2016 Black,Mercedes-Benz,G-Class,2016,foreign used,automatic,"₦ 83,000,000"
Toyota Sienna XLE Premium 8 Passenger (3.5L 6cyl 8A) 2017 Silver,Toyota,Sienna XLE,2017,foreign used,automatic,"₦ 30,000,000"
Toyota Highlander Platinum AWD 2023 Black,Toyota,Highlander Platinum,2023,foreign used,automatic,"₦ 79,500,000"
Honda Accord 2014 Black,Honda,Accord,2014,local used,automatic,"₦ 11,500,000"
Honda CR-V 2008 Black,Honda,CR-V,2008,local used,automatic,"₦ 6,800,000"
Toyota Camry SE 4dr Sedan (2.4L 4cyl 5A) 2009 Gray,Toyota,Camry SE,2009,foreign used,automatic,"₦ 10,500,000"
Mercedes-Benz C350 2008 Black,Mercedes-Benz,C350,2008,local used,automatic,"₦ 8,500,000"
BMW X2 2018 Yellow,BMW,X2,2018,foreign used,automatic,"₦ 65,000,000"
Toyota Camry 2013 Red,Toyota,Camry,2013,local used,automatic,"₦ 13,000,000"
Toyota Highlander 2005 Silver,Toyota,Highlander,2005,local used,automatic,"₦ 6,000,000"
Lexus RX 300 2002 Silver,Lexus,RX 300,2002,local used,automatic,"₦ 4,500,000"
Mercedes-Benz GLC-Class 2016 Blue,Mercedes-Benz,GLC-Class,2016,foreign used,automatic,"₦ 33,300,000"
Mercedes-Benz E350 Base 4Matic Sedan AWD (3.5L 6cyl 7A) 2010 Blue,Mercedes-Benz,E350 Base,2010,local used,automatic,"₦ 11,000,000"
Honda Accord Sport 4dr Sedan (2.4L 4cyl CVT) 2014 Gray,Honda,Accord Sport,2014,foreign used,automatic,"₦ 14,500,000"
Mercedes-Benz C230 2007 Black,Mercedes-Benz,C230,2007,local used,automatic,"₦ 4,500,000"
Toyota Camry 2015 Gray,Toyota,Camry,2015,local used,automatic,"₦ 11,500,000"
Honda Civic 2013 Gray,Honda,Civic,2013,foreign used,automatic,"₦ 11,300,000"
Toyota Venza LE 4dr Wagon AWD (2.7L 4cyl 6A) 2015 Red,Toyota,Venza LE,2015,foreign used,automatic,"₦ 20,000,000"
Toyota Camry 2012 Black,Toyota,Camry,2012,foreign used,automatic,"₦ 16,000,000"
Toyota Camry 2008 Black,Toyota,Camry,2008,local used,automatic,"₦ 8,000,000"
Mercedes-Benz GLE-Class 2016 White,Mercedes-Benz,GLE-Class,2016,foreign used,automatic,"₦ 46,000,000"
Lexus IS 2008 Black,Lexus,IS,2008,local used,automatic,"₦ 7,500,000"
Toyota Avalon 2007 Gold,Toyota,Avalon,2007,local used,automatic,"₦ 4,550,000"
Toyota Venza 2011 Black,Toyota,Venza,2011,local used,automatic,"₦ 11,000,000"
Toyota Tacoma 2006 White,Toyota,Tacoma,2006,local used,automatic,"₦ 6,550,000"
Toyota Corolla 2002 Blue,Toyota,Corolla,2002,local used,automatic,"₦ 1,850,000"
New Toyota Hilux 2025 Black,New,Toyota Hilux,2025,new,automatic,"₦ 115,000,000"
Mercedes-Benz C180 2001 White,Mercedes-Benz,C180,2001,local used,automatic,"₦ 4,500,000"
Toyota Camry LE 4dr Sedan (2.4L 4cyl 5M) 2004 Gold,Toyota,Camry LE,2004,local used,automatic,"₦ 3,500,000"
Toyota Land Cruiser Prado 2012 Black,Toyota,Land Cruiser,2012,foreign used,automatic,"₦ 33,500,000"
Dodge Charger 2019 Black,Dodge,Charger,2019,foreign used,automatic,"₦ 38,000,000"
Toyota Tundra 2009 Blue,Toyota,Tundra,2009,local used,automatic,"₦ 17,100,000"
Toyota Camry LE V6 4dr Sedan (3.5L 6cyl 6AM) 2008 Black,Toyota,Camry LE,2008,local used,automatic,"₦ 2,900,000"
Toyota Camry 2020 Blue,Toyota,Camry,2020,local used,automatic,"₦ 30,000,000"
Toyota Camry 2.4 LE 2008 Gray,Toyota,Camry 2,2008,local used,automatic,"₦ 4,700,000"
Honda Civic 1.4 2009 Gray,Honda,Civic 1,2009,local used,automatic,"₦ 3,980,000"
Toyota Corolla 2001 Silver,Toyota,Corolla,2001,local used,automatic,"₦ 2,400,000"
Lexus RX 350 FWD 2012 Silver,Lexus,RX 350,2012,foreign used,automatic,"₦ 20,500,000"
Toyota Camry LE V6 4dr Sedan (3.5L 6cyl 6AM) 2008 Green,Toyota,Camry LE,2008,local used,automatic,"₦ 6,280,000"
Lexus ES 350 2009 White,Lexus,ES 350,2009,local used,automatic,"₦ 8,950,000"
Lexus RX 350 2019 Black,Lexus,RX 350,2019,foreign used,automatic,"₦ 64,000,000"
Toyota Camry 2000 Gray,Toyota,Camry,2000,local used,automatic,"₦ 3,600,000"
Audi RS 5 2012 Silver,Audi,RS 5,2012,local used,automatic,"₦ 8,800,000"
Toyota Corolla LE 4dr Sedan (1.8L 4cyl CVT) 2016 Red,Toyota,Corolla LE,2016,foreign used,automatic,"₦ 14,750,000"
Lexus IS 2011 White,Lexus,IS,2011,local used,automatic,"₦ 8,300,000"
Lexus RX 350 2010 Silver,Lexus,RX 350,2010,local used,automatic,"₦ 14,850,000"
Toyota Camry 2008 Silver,Toyota,Camry,2008,foreign used,automatic,"₦ 9,290,000"
Toyota Camry 2008 Gold,Toyota,Camry,2008,local used,automatic,"₦ 9,000,000"
Peugeot 407 3.0 V6 2010 Gray,Peugeot,407 3,2010,local used,automatic,"₦ 4,500,000"
Mercedes-Benz GLC-Class 2017 Black,Mercedes-Benz,GLC-Class,2017,foreign used,automatic,"₦ 41,000,000"
Toyota Yaris 2008 Blue,Toyota,Yaris,2008,local used,automatic,"₦ 5,600,000"
Mercedes-Benz C300 Luxury 4Matic Sedan AWD (3.5L 6cyl 7A) 2013 Black,Mercedes-Benz,C300 Luxury,2013,foreign used,automatic,"₦ 18,500,000"
Mercedes-Benz C300 2008 Black,Mercedes-Benz,C300,2008,local used,automatic,"₦ 8,850,000"
Lexus GX 460 2011 Black,Lexus,GX 460,2011,local used,automatic,"₦ 24,200,000"
Toyota Corolla 2007 Gray,Toyota,Corolla,2007,local used,automatic,"₦ 5,400,000"
Toyota Camry 2008 Black,Toyota,Camry,2008,local used,automatic,"₦ 5,200,000"
Hyundai Sonata 2015 Red,Hyundai,Sonata,2015,foreign used,automatic,"₦ 8,700,000"
Peugeot 206 2006 Silver,Peugeot,206,2006,foreign used,manual,"₦ 6,700,000"
Ford Edge Titanium 4dr FWD 2017 Off white,Ford,Edge Titanium,2017,foreign used,automatic,"₦ 24,000,000"
Toyota Venza 2011 Black,Toyota,Venza,2011,local used,automatic,"₦ 11,400,000"
Mercedes-Benz GLK-Class 2013 Black,Mercedes-Benz,GLK-Class,2013,foreign used,automatic,"₦ 22,000,000"
Toyota Tacoma TRD Sport 2022 Silver,Toyota,Tacoma TRD,2022,local used,automatic,"₦ 12,000,000"
Pontiac Vibe 2010 Silver,Pontiac,Vibe,2010,local used,automatic,"₦ 8,500,000"
BMW 328i 2015 Black,BMW,328i,2015,local used,automatic,"₦ 12,300,000"
Peugeot 206 2005 Blue,Peugeot,206,2005,local used,manual,"₦ 3,600,000"
Mercedes-Benz C350 C 350 4MATIC AWD 2012 Gray,Mercedes-Benz,C350 C,2012,local used,automatic,"₦ 15,000,000"
Lexus ES 350 2009 White,Lexus,ES 350,2009,local used,automatic,"₦ 8,900,000"
Toyota RAV4 3.5 Limited 4x4 2012 White,Toyota,RAV4 3,2012,foreign used,automatic,"₦ 14,500,000"
Lexus ES 350 2008 Silver,Lexus,ES 350,2008,foreign used,automatic,"₦ 12,850,000"
Toyota RAV4 2014 Blue,Toyota,RAV4,2014,foreign used,automatic,"₦ 27,000,000"
Toyota Venza 2011 Brown,Toyota,Venza,2011,local used,automatic,"₦ 13,500,000"
BMW X6 2014 Black,BMW,X6,2014,local used,automatic,"₦ 13,800,000"
Kia Morning 2012 Silver,Kia,Morning,2012,foreign used,automatic,"₦ 11,000,000"
Honda Accord 2013 Black,Honda,Accord,2013,local used,automatic,"₦ 11,100,000"
Toyota Highlander XSE 2021 Black,Toyota,Highlander XSE,2021,foreign used,automatic,"₦ 70,000,000"
Lexus RX 350 2013 Silver,Lexus,RX 350,2013,foreign used,automatic,"₦ 22,500,000"
Mercedes-Benz C300 2017 White,Mercedes-Benz,C300,2017,local used,automatic,"₦ 21,500,000"
BMW X3 2008 Blue,BMW,X3,2008,local used,automatic,"₦ 7,500,000"
BMW 3 Series 2008 Black,BMW,3 Series,2008,local used,automatic,"₦ 6,800,000"
Honda Civic 2007 Silver,Honda,Civic,2007,local used,automatic,"₦ 6,000,000"
Honda Accord 2007 Gold,Honda,Accord,2007,local used,automatic,"₦ 5,500,000"
Toyota Camry SE 4dr Sedan (2.4L 4cyl 5A) 2007 Red,Toyota,Camry SE,2007,foreign used,automatic,"₦ 10,500,000"
Toyota Camry 2015 Gray,Toyota,Camry,2015,foreign used,automatic,"₦ 16,500,000"
Toyota Avalon 2008 White,Toyota,Avalon,2008,foreign used,automatic,"₦ 10,600,000"
Toyota RAV4 2016 Red,Toyota,RAV4,2016,foreign used,automatic,"₦ 29,500,000"
Lexus ES 350 2011 Green,Lexus,ES 350,2011,foreign used,automatic,"₦ 14,650,000"
Toyota Corolla LE 4dr Sedan (1.8L 4cyl 4A) 2012 Black,Toyota,Corolla LE,2012,local used,automatic,"₦ 8,950,000"
Hyundai Sonata SE Sedan FWD (2.4L 4cyl 6A) 2013 Gray,Hyundai,Sonata SE,2013,foreign used,automatic,"₦ 9,700,000"
Lexus ES 350 2011 Blue,Lexus,ES 350,2011,foreign used,automatic,"₦ 14,000,000"
Mercedes-Benz E350 2012 Gray,Mercedes-Benz,E350,2012,local used,automatic,"₦ 12,500,000"
Ford Edge 2023 Black,Ford,Edge,2023,foreign used,automatic,"₦ 45,000,000"
BMW X1 2014 White,BMW,X1,2014,foreign used,automatic,"₦ 16,000,000"
Toyota Corolla LE 4dr Sedan (1.8L 4cyl 4A) 2013 Gray,Toyota,Corolla LE,2013,local used,automatic,"₦ 9,800,000"
Toyota RAV4 3.5 Sport 2008 Silver,Toyota,RAV4 3,2008,foreign used,automatic,"₦ 10,000,000"
Toyota Corolla XRS 4dr Sedan (2.4L 4cyl 5A) 2009 Black,Toyota,Corolla XRS,2009,foreign used,automatic,"₦ 9,500,000"
BMW 325i 2010 Blue,BMW,325i,2010,local used,automatic,"₦ 6,800,000"
Mercedes-Benz GLA 250 2017 White,Mercedes-Benz,GLA 250,2017,local used,automatic,"₦ 21,000,000"
Honda Accord 2017 Red,Honda,Accord,2017,foreign used,automatic,"₦ 18,000,000"
Lexus RX 2008 Beige,Lexus,RX,2008,local used,automatic,"₦ 5,500,000"
Toyota Corolla 2013 Blue,Toyota,Corolla,2013,local used,automatic,"₦ 10,500,000"
Toyota Corolla XSE 2022 Silver,Toyota,Corolla XSE,2022,foreign used,automatic,"₦ 28,000,000"
Mercedes-Benz E350 2008 Black,Mercedes-Benz,E350,2008,local used,automatic,"₦ 7,000,000"
Toyota Corolla 2014 Blue,Toyota,Corolla,2014,foreign used,automatic,"₦ 16,500,000"
Mercedes-Benz GLK-Class 2014 Gray,Mercedes-Benz,GLK-Class,2014,foreign used,automatic,"₦ 20,000,000"
Lexus IS 300 AWD 2017 White,Lexus,IS 300,2017,foreign used,automatic,"₦ 28,000,000"
Lexus ES 350 2008 White,Lexus,ES 350,2008,local used,automatic,"₦ 8,000,000"
Honda Accord Crosstour EX-L AWD 2010 Silver,Honda,Accord Crosstour,2010,local used,automatic,"₦ 7,399,999"
Daihatsu Terios 1.5 2008 Gray,Daihatsu,Terios 1,2008,foreign used,automatic,"₦ 5,500,000"
Toyota Highlander XLE V6 4x4 (3.5L 6cyl 6A) 2016 Black,Toyota,Highlander XLE,2016,foreign used,automatic,"₦ 28,500,000"
Toyota Camry SE 4dr Sedan (2.5L 4cyl 6A) 2013 Black,Toyota,Camry SE,2013,local used,automatic,"₦ 9,700,000"
Hyundai Santa Fe 2014 Black,Hyundai,Santa Fe,2014,local used,automatic,"₦ 15,500,000"
Toyota Highlander Limited 2010 Gray,Toyota,Highlander Limited,2010,foreign used,automatic,"₦ 17,500,000"
Hyundai Sonata 2015 Gray,Hyundai,Sonata,2015,foreign used,automatic,"₦ 15,500,000"
Lexus ES 350 2008 White,Lexus,ES 350,2008,local used,automatic,"₦ 8,400,000"
Honda Accord 2013 Black,Honda,Accord,2013,foreign used,automatic,"₦ 13,300,000"
Peugeot 206 2005 Silver,Peugeot,206,2005,local used,manual,"₦ 2,800,000"
Hyundai Sonata 2013 Silver,Hyundai,Sonata,2013,foreign used,automatic,"₦ 12,900,000"
Lexus RX 350 2017 Silver,Lexus,RX 350,2017,foreign used,automatic,"₦ 46,500,000"
Mercedes-Benz E550 2013 Black,Mercedes-Benz,E550,2013,local used,automatic,"₦ 9,000,000"
Honda Accord 2013 Gray,Honda,Accord,2013,local used,automatic,"₦ 11,000,000"
Honda Civic 2010 Silver,Honda,Civic,2010,foreign used,automatic,"₦ 8,800,000"
Mini Cooper 2008 Silver,Mini,Cooper,2008,local used,automatic,"₦ 6,300,000"
Mercedes-Benz M Class 2014 Gray,Mercedes-Benz,M Class,2014,foreign used,automatic,"₦ 30,000,000"
Lexus RX 2010 Silver,Lexus,RX,2010,local used,automatic,"₦ 17,000,000"
Peugeot 307 2007 Blue,Peugeot,307,2007,local used,manual,"₦ 4,000,000"
Honda Accord 2018 Gray,Honda,Accord,2018,foreign used,automatic,"₦ 28,500,000"
Mini Cooper 2014 Orange,Mini,Cooper,2014,foreign used,automatic,"₦ 14,000,000"
Toyota Venza 2011 White,Toyota,Venza,2011,foreign used,automatic,"₦ 18,800,000"
Toyota Camry 2013 Silver,Toyota,Camry,2013,local used,automatic,"₦ 11,950,000"
Mercedes-Benz C300 2023 White,Mercedes-Benz,C300,2023,foreign used,automatic,"₦ 94,500,000"
Honda Civic 2012 White,Honda,Civic,2012,foreign used,automatic,"₦ 10,500,000"
Honda Accord 2008 Silver,Honda,Accord,2008,local used,automatic,"₦ 5,800,000"
Mercedes-Benz E350 2010 Silver,Mercedes-Benz,E350,2010,local used,automatic,"₦ 11,000,000"
Honda Accord 2013 Red,Honda,Accord,2013,local used,automatic,"₦ 12,500,000"
Toyota Camry 2010 White,Toyota,Camry,2010,local used,automatic,"₦ 9,500,000"
BMW 3 Series 2004 Black,BMW,3 Series,2004,foreign used,automatic,"₦ 6,500,000"
Honda Accord 2004 Gold,Honda,Accord,2004,local used,automatic,"₦ 3,700,000"
Chevrolet Spark 2012 Black,Chevrolet,Spark,2012,foreign used,automatic,"₦ 8,700,000"
Mercedes-Benz GLE-Class AMG GLE 43 4MATIC 2018 Black,Mercedes-Benz,GLE-Class AMG,2018,foreign used,automatic,"₦ 63,000,000"
Lexus IS 2008 White,Lexus,IS,2008,local used,automatic,"₦ 9,000,000"
Lexus RX 350 2013 Red,Lexus,RX 350,2013,local used,automatic,"₦ 18,100,000"
Mercedes-Benz GLK-Class 350 4MATIC 2010 White,Mercedes-Benz,GLK-Class 350,2010,foreign used,automatic,"₦ 14,950,000"
Toyota Highlander XLE AWD 2023 Gray,Toyota,Highlander XLE,2023,foreign used,automatic,"₦ 58,000,000"
Lexus ES 350 FWD 2013 Blue,Lexus,ES 350,2013,local used,automatic,"₦ 15,800,000"
Lexus ES 350 FWD 2014 White,Lexus,ES 350,2014,foreign used,automatic,"₦ 17,500,000"
Lexus ES 250 Ultra Luxury 2021 Burgundy,Lexus,ES 250,2021,foreign used,automatic,"₦ 65,500,000"
Honda Accord Crosstour EX-L w/Navigation AWD 2014 Black,Honda,Accord Crosstour,2014,foreign used,automatic,"₦ 15,500,000"
Hyundai Elantra 2013 Silver,Hyundai,Elantra,2013,foreign used,automatic,"₦ 10,000,000"
Honda Accord 2010 Silver,Honda,Accord,2010,foreign used,automatic,"₦ 10,500,000"
Mercedes-Benz C300 2013 White,Mercedes-Benz,C300,2013,foreign used,automatic,"₦ 16,500,000"
BMW 3 Series 2007 Blue,BMW,3 Series,2007,local used,automatic,"₦ 6,800,000"
BMW 325i 2007 Silver,BMW,325i,2007,local used,automatic,"₦ 6,500,000"
Honda Civic 2012 Gray,Honda,Civic,2012,foreign used,automatic,"₦ 10,200,000"
Honda Accord 2007 White,Honda,Accord,2007,local used,automatic,"₦ 4,700,000"
Honda Pilot 2011 Gray,Honda,Pilot,2011,foreign used,automatic,"₦ 10,500,000"
Toyota Corolla 2016 Blue,Toyota,Corolla,2016,foreign used,automatic,"₦ 16,000,000"
Lexus IS 350 2011 Black,Lexus,IS 350,2011,foreign used,automatic,"₦ 14,500,000"
Mercedes-Benz M Class 2012 White,Mercedes-Benz,M Class,2012,foreign used,automatic,"₦ 27,000,000"
Toyota Camry XSE (2.5L 4cyl 8A) 2019 White,Toyota,Camry XSE,2019,foreign used,automatic,"₦ 37,000,000"
Toyota Camry SE 2021 Black,Toyota,Camry SE,2021,foreign used,automatic,"₦ 27,000,000"
Lexus ES 2015 Brown,Lexus,ES,2015,foreign used,automatic,"₦ 24,000,000"
Mercedes-Benz GLE-Class GLE 350 2018 White,Mercedes-Benz,GLE-Class GLE,2018,foreign used,automatic,"₦ 42,000,000"
Lexus GX 460 2021 Blue,Lexus,GX 460,2021,foreign used,automatic,"₦ 98,500,000"
Lexus IS 250 AWD Automatic 2010 Black,Lexus,IS 250,2010,foreign used,automatic,"₦ 12,500,000"
Toyota Camry LE 4dr Sedan (2.4L 4cyl 5A) 2007 Gray,Toyota,Camry LE,2007,foreign used,automatic,"₦ 8,500,000"
Mercedes-Benz GLE-Class GLE 450 4MATIC 2020 White,Mercedes-Benz,GLE-Class GLE,2020,foreign used,automatic,"₦ 90,000,000"
Mercedes-Benz C300 2013 Brown,Mercedes-Benz,C300,2013,local used,automatic,"₦ 12,500,000"
GMC Terrain 2015 Silver,GMC,Terrain,2015,foreign used,automatic,"₦ 13,000,000"
